ID,Name,Short Name,Ultra Short Name,ID Industry,ID Address,ID Address - City,ID Address - Level 1 Sub Division,ID Address - Level 2 Sub Division,ID Address - Country,ID Company Type,ID Specialization,Website URL,Founded Date,Annual Revenue,Employee Count,Description,Employee Min Count,Employee Max Count,Company Logo URL,,,,,
24.0,Elite Solar Integration,Elite Solar,ESI,3.0,-,-,-,-,237.0,-,2.0,http://www.elitesolarint.com,-,10000000.0,,-,-,-,https://www.elitesolarint.com/wp-content/uploads/2021/03/esi-logo-web.png,,,,,
25.0,Cal Solar,Cal Solar,CS,3.0,-,-,-,-,237.0,-,2.0,http://www.calsolarinc.com,-,7200000.0,,-,-,-,https://calsolarinc.com/wp-content/uploads/2021/07/logo.svg,,,,,
26.0,Regher Solar,Regher Solar,RS,3.0,-,-,-,-,237.0,-,-,https://www.regher.com,-,-,9.0,-,2.0,10.0,-,,,,,
27.0,Sunation Solar Systems,Sunation Solar,SSS,3.0,-,-,-,-,237.0,-,2.0,http://sunation.com,-,4999999.0,,-,-,-,https://www.sunation.com/wp-content/uploads/elementor/thumbs/SUNation-Energy-Logo-WHITE-site-1-qeobwvfhs4awz7iuwb39gb9yjue4g2xtkanc7wns6i.webp,,,,,
28.0,Apollo Solar & Energy Consultants ,Apollo Solar & Energy ,ASEC,3.0,-,-,-,-,237.0,-,-,https://apolloepc.com/,-,4999999.0,⁠,-,-,-,"https://img1.wsimg.com/isteam/ip/7b3543d7-db0e-49ad-9425-aad01784f37c/A1APOLLOSOLARENERGY0421.jpg/:/rs=w:301,h:195,cg:true,m/cr=w:301,h:195/qt=q:95",,,,,
29.0,ECA Solar,ECA Solar,ECA,3.0,-,-,-,-,237.0,-,2.0,http://ecasolar.com,-,4999999.0,,-,-,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5KnNdZcDbEb0ViSacjhnDCB16XvSsL6RsWaMT2o-DSRWo-IRfTgouc8hHSQh7WShOmGk&usqp=CAU,,,,,
30.0,Solar Energy Land,Solar Energy Land,SEL,3.0,Tallinn,-,-,-,87.0,-,-,http://www.solarenergyland.com,-,2000000000.0,5.0,-,2.0,10.0,https://www.solarenergyland.com/wp-content/uploads/2019/12/Solar-Energy-Land-Logo-C-500-2.png,,,,,
31.0,Solar Depot Australia,Solar Depot,SDA,3.0,Lonsdale,65.0,23.0,23.0,14.0,-,,http://www.solardepot.com.au,-,6900000.0,20.0,-,11.0,50.0,https://solardepot.com.au/wp-content/uploads/2022/12/solar-depot-logo-2-1024x547.png,,,,,
32.0,Solar Power Nation,Solar Power Nation,SPN,3.0,-,-,-,-,14.0,-,2.0,http://www.solarpowernation.com.au,-,5400000.0,-,-,-,-,https://solarpowernation.com.au/wp-content/uploads/2022/05/logo-spn.png,,,,,
33.0,Pickett Solar,Pickett,PS,3.0,-,-,-,-,237.0,-,-,https://pickettsolar.com/,-,4999999.0,0.0,-,-,-,https://pickettsolar.com/wp-content/uploads/2017/08/logo-black.png,,,,,
34.0,Gamechange Solar,Gamechange Solar,GCS,3.0,"Norwalk, Connecticut, United States",-,-,-,237.0,1.0,7.0,https://gamechangesolar.com,-,85100000.0,159.0,"GameChange Solar is a leading manufacturer of fixed tilt and tracker solar racking systems, with over 12 GW installed. GameChange systems combine fast install, bankable quality and unbeatable value through superior engineering, innovative design, and high volume manufacturing. 230 East Avenue, Norwalk, CT 06855, 212-388-5160",51.0,200.0,https://gamechangesolar.com/images/logo.png,,,,,
35.0,Powur PBC,Powur,Powur,3.0,-,-,,,237.0,-,-,https://www.powur.com/,-,8700000.0,0.0,-,-,-,https://image.pitchbook.com/F9rePtX0Lhr97OUSQdE2jfzTmaM1689867551386_200x200,,,,,
36.0,Solar Sister,Solar Sister,SS,3.0,"Great Falls, Virginia, United States",77.0,26.0,26.0,237.0,4.0,5.0,http://www.solarsister.org,2010-01-01 00:00:00,5600000.0,103.0,"Solar Sister envisions a brighter world powered by women entrepreneurs. In sub-Saharan Africa, where over 600 million people have no access to electricity and over 700 million rely on harmful cooking fuels, it’s women who bear the huge burden of this energy poverty and who disproportionately shoulder the harmful effects of climate change. Solar Sister believes women are a key part of the solution to the clean energy challenge. This is why we invest in women’s enterprise in off-grid communities. We combine the breakthrough potential of solar and clean cooking technology with a deliberately woman-centered direct sales network to bring light, hope and opportunity to even the most remote communities in rural Africa.",51.0,200.0,https://solarsister.org/wp-content/uploads/2018/09/logo.png,,,,,
37.0,Solar Energy Systems,Solar Energy,SES,3.0,"Brooklyn, New York, United States",95.0,32.0,32.0,237.0,1.0,6.0,http://www.solaresystems.com,1998-01-01 00:00:00,11500000.0,88.0,"Solar Energy Systems, LLC (SES) is one of the Northeastâ€™s leading full-service integrators of commercial solar energy technology.  Our experienced group of experts design, build, engineer and maintain solar photovoltaic (PV) systems for businesses within the public and private sectors in New York, New Jersey and Connecticut.  SES is responsible for the installation of over 100 grid-tied systems currently generating over 2.2 MW of solar electricity.",11.0,50.0,https://images.squarespace-cdn.com/content/v1/59b7eac9c027d86e42476094/1505231268693-Z7YXE6YEOTP093L04C4D/SES_logo_TM_400w.png?format=1500w,,,,,
38.0,Apricot Solar,Apricot,AS,3.0,"Lincoln, California, United States",79.0,27.0,27.0,237.0,1.0,-,https://apricotsolar.com/,2015-01-01 00:00:00,20700000.0,118.0,"Even though it’s been decades since its invention, there’s still a lot of misinformation surrounding solar energy. We are here to change that. We experience the benefits of solar daily. They’re real and undeniable. That’s why Apricot Solar wants homeowners to experience just how affordable and logical solar can be. From custom solutions, to installation, to financing, we are your leading full-service solar provider. We currently serve customers in California, Nevada, and Colorado. Together with homeowners, we’re working to make this clean energy source mainstream, saving you big dollars in the process. We believe the time is finally here to do energy differently. We have to be smarter. There is a better way, and more and more people are understanding that it’s right in front of us.",51.0,200.0,https://www.apricotsolar.com/wp-content/themes/apricot2020b/assets/img/logo.png,,,,,
39.0,Bright Light Solar VCC,Bright,BLS,3.0,"Johannesburg, Gauteng, South Africa",216.0,101.0,111.0,207.0,2.0,2.0,http://brightlightvcc.co.za,2017-01-01 00:00:00,4999999.0,8.0,"Solar energy is becoming increasingly popular with commercial and residential users, who are looking for alternatives to carbon‑based electricity supplied by South African utilities. Electricity in South Africa is becoming more expensive each year with regular double-digit tariff increases. In comparison, the technology improvements and reduction in cost of alternatives, particularly in the solar photovoltaic (PV) space, has resulted in solar energy solutions becoming more cost efficient to the end‑user. More and more end‑users are now turning to the alternative space to reduce costs and cut emissions. The solar industry continues to experience unprecedented growth due to this movement away from carbon‑based electricity supply. Bright Light Solar now also offers hot water solutions as well as atmospheric water generation for our customers. Bright Light Solar VCC Ltd is a registered S12J Venture Capital Company (FSB license no 47804) in terms of the Income Tax Act (SARS VCC reference number VCC-0060). S12J of the Income Tax Act allows investors to deduct the full cost of their investment against their taxable income, thereby obtaining a full tax write-off for their investment capital. As long as the investment is held for a period of 5 years or longer, there is no recoupment of this tax deduction. Benefits of the Bright Light Solar VCC structure to Investors: The tax deduction of capital invested; A fully managed process with no involvement required from the Investor; Semi-Annual dividend paid from year 1; Ongoing dividend for 25 years; Targeted year 1 dividend of 8.4%, growing annually; Targeted IRR of 17.5% after tax return; and The ability to trade investment after 5 years. Any individual, corporate entity or Trust, as a registered taxpayer in South Africa, automatically qualifies to invest in an approved S12J Venture Capital Company.",11.0,50.0,https://www.brightlight-solutions.co.za/wp-content/uploads/2022/11/Bright-Light-Logo-2022.jpg,,,,,
40.0,Promika Solar,Promika,PS,3.0,"Szczekociny, Śląskie, Poland",239.0,117.0,132.0,179.0,1.0,-,https://promika-solar.pl/,2016-01-01 00:00:00,-,4.0,"Promika Solar została założona z myślą o ochronie środowiska naturalnego i uchowania go dla przyszłych pokoleń. Dynamiczny wzrost wykorzystania paliw kopalnych znacząco przyczynia się do dewastacji naszej planety, do zanieczyszczenia powietrza, a w konsekwencji do pogorszenia stanu zdrowia ludzi. Odpowiednio dobrana instalacja fotowoltaiczna oraz pompa ciepła przez naszego Doradcę zapewni prąd oraz ciepło dla Twojego domu lub firmy i zmniejszy rachunki prawie do zera! Przyczyniając się jednocześnie do zmniejszenia emisji smogu w Twojej okolicy!",51.0,200.0,https://promika-solar.pl/wp-content/uploads/2020/12/PromikaTM-2020_czarne.png,,,,,
41.0,Solar Outdoor Media,Solar Outdoor,SOM,3.0,"Berlin, Berlin, Germany",194.0,85.0,89.0,84.0,1.0,5.0,http://solaroutdoormedia.de,2017-01-01 00:00:00,-,11.0,"Sharing How Sustainability & Technology are changing our daily lives. Focused on Smart Cities Solutions, Waste Management and Strategic integrations. “Solar Outdoor Media” promotes a healthy community connection to residents and cities.  We at Solar Outdoor Media want to make a positive impact on the world in a way that reflects our personal values. Supporting a positive social and environmental impact as well as achieving compelling financial returns is at the heart of sustainable investing platform. And this is a cornerstone of our business.",2.0,10.0,https://images.squarespace-cdn.com/content/v1/5f47c10e8ce5f67b10534e00/1598810854373-XCJI4DJNT2RX13ZDONM3/logo_SOM.png?format=1500w,,,,,
42.0,Bauer Solar,Bauer,BS,3.0,"Weinolsheim, Rhineland-Palatinate, Germany",206.0,93.0,103.0,84.0,2.0,-,https://bauer-solar.de/,-,4999999.0,10.0,"Founded in 1985, BAUER has grown into a leading producer of solar panels - with over 1550 MW of installed capacity, international partners and projects across Europe. We are one of the industry's pioneers and have played our part in making solar energy a real alternative to today's conventional energy sources. Even today, we are a family-run business and stand for financial solidity and reliable partnerships. We have been supplying our customers with complete solar solutions for over 18 years: reliable, punctual and with above-average yields.",11.0,50.0,https://bauer-solar.de/wp-content/uploads/2023/01/svg-logo-negative.svg,,,,,
43.0,Project Solar,Project Solar,PS,3.0,"Lehi, Utah, United States",207.0,44.0,104.0,237.0,1.0,-,http://www.projectsolar.io,2020-01-01 00:00:00,4999999.0,34.0,"At Project Solar, we've cut out the commissioned sales rep and optimized an efficient, e-commerce based automated quoting system to bring you the lowest cost solar in America. According to the National Renewable Energy Laboratory report, the average price for rooftop solar is $3.95/watt. Project Solar comes in at an average price of $2/watt, nearly HALF the industry average.  At Project Solar, we've focused on technology to optimize and streamline the quoting, permitting, and engineering stage for our customers. We've built the world's largest network of installers, fully vetted by Project Solar to offer full installation, with warranty, for an amazing rate. Through unparalleled process efficiency and our 100% digital commission-free sales, we've made a massive price breakthrough that makes solar profitable and viable for nearly every American household.  ",11.0,50.0,https://projectsolar.com/cdn/shop/files/SP_Logo_1_2_1024x1024.png?v=1613523907,,,,,
44.0,Clēnera,Clēnera,Clēnera,3.0,"Boise, Idaho, United States",31.0,12.0,12.0,237.0,2.0,8.0,http://www.clenera.com,2013-01-01 00:00:00,10000000.0,84.0,"Clenera, LLC (“Clēnera”), a subsidiary of Enlight Renewable Energy, LTD,  is a developer of utility-scale solar and energy storage facilities headquartered in Boise, Idaho. Clēnera acquires, develops, builds and manages utility-scale solar farms and energy storage facilities throughout the United States. Combining breakthrough technology with a deeply integrated team approach, Clēnera provides reliable, affordable energy systems and helps its utility partners become clean energy leaders in their communities. Clēnera’s current operating portfolio exceeds 1.3 GW, with more than 14 GW of solar and storage assets in development. Learn more at www.clenera.com.",51.0,200.0,https://assets-global.website-files.com/5e30ec29a930936a16ac692e/61144ec60beb62b3043dc93e_clenera_white%402x-p-500.png,,,,,
45.0,Kasselman Solar,Kasselman,KS,3.0,"Albany, New York, United States",208.0,32.0,32.0,237.0,1.0,2.0,https://kasselmansolar.com,-,4999999.0,30.0,"We are a full service solar engineering and installation company. We are an affiliate of Kasselman Electric, serving New York's electrical construction markets since 1948. Solar power is more advanced, aesthetically attractive, and more affordable than ever; the time for solar is now. Residential - Commercial - Utility Scale Kasselman Solar LLC - A Bright Investment.",51.0,200.0,https://kasselmansolar.com/wp-content/uploads/2019/02/logo-retina-new.png.webp,,,,,
46.0,Delta Solar Power,Delta Solar,DSP,3.0,"San Antonio, Texas, United States",137.0,43.0,43.0,237.0,1.0,-,http://deltasolarpower.com,2020-01-01 00:00:00,-,6.0,"Delta Solar Power is a residential and commercial sales organization. At Delta Solar, we understand that change is not always easy. Since 2013, we have collectively been helping homeowners make the transition to cleaner, more affordable solar energy, easy. We achieve this through transparency, integrity, and service to our customers with the goal of helping them to Win! With our years of experience we have noticed a growing trend of many solar companies forgetting that they serve our communities and that customer experience is quintessential to positive and long lasting growth. For this reason, we created Delta Solar Power to be the leading standard for customer experience while going solar. For us, the meaning of our name is at the root of our mission and focus.  ""DELTA model (after the Greek letter Delta, standing for transformation and change) is a customer-based approach to strategic management. Compared to a philosophical focus on the characteristics of a product (product economics), the model is based on consumer economics.""  THE AIM IS TO CREATE A VERY STRONG BOND BETWEEN THE COMPANY AND CUSTOMER.",51.0,200.0,"https://static.wixstatic.com/media/c12177_06e76fd24b804bc29c4bc4ae196fe8bb~mv2.png/v1/fill/w_110,h_100,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Untitled.png",,,,,
47.0,Axis Solar,Axis Solar,AS,3.0,"Austin, Texas, United States",139.0,43.0,43.0,237.0,1.0,2.0,https://axis-solar.com,2018-01-01 00:00:00,4999999.0,13.0,"Axis Solar is your trusted fulfillment partner for engineering, procurement, and construction of residential and commercial solar systems. Our sharp focus on installations and operations means we deliver a second to none customer experience while going solar. From start to finish throughout the process, we ensure that every step is undertaken in the way that our customers demand and deserve.",11.0,50.0,https://www.axis-solar.com/wp-content/uploads/2023/09/Axis-Logo-whiteorange.png,,,,,
48.0,PGS Solar,PGS Solar,PGS,3.0,-,-,-,-,-,-,-,https://www.pgshomeandsolar.com/,-,4999999.0,0.0,-,-,-,https://pgshomeandsolar.com/wp-content/uploads/2022/06/PGSLogo_1.png,,,,,
49.0,Calpine Energy Solutions,Calpine,CES,3.0,"San Diego, California, United States",13.0,5.0,5.0,237.0,1.0,5.0,http://www.calpinesolutions.com/,2001-01-01 00:00:00,-,402.0,"Calpine Energy Solutions LLC (“Calpine Solutions”) is a US retail energy business that helps commercial and industrial businesses successfully manage their energy costs in deregulated markets nationwide. We provide our customers with an integrated mix of products and services including commodity supply, risk management, access to market information, demand management, enrollments, scheduling services, settlements and billing. _x0001_ Calpine Solutions combines the energy services and commodity risk management expertise from our background with Sempra Energy and Noble Group with the access to independent modern, clean and efficient generation assets we enjoy under Calpine Corporation to offer best-in-class energy commodity products and risk management services for our customers’ energy purchasing needs.",201.0,500.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVzI7_sO_jTEkFejvBNQSt15PRaNrxcTPy2xcSDCBTnj5_odD_Vw017nFZHeguOBRevw&usqp=CAU,,,,,
50.0,USA Solar Nation,Solar Nation,USA SN,3.0,"Phoenix, Arizona, United States",5.0,3.0,3.0,237.0,1.0,2.0,https://usasolarnation.com,-,4999999.0,17.0,Commercial & Residential Solar! Learn how you can save 20% or more on your utility bills!  For free solar quotes: all commercial & residential solar inquiries!  Finance and leasing options! Contact us for more info!,11.0,50.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq4ZkRA-89MwDQlTZVaRo_lCdj6lrtNa0u8TA15drZisADgsCNIplLQ7HyRmV8pK8PzfE&usqp=CAU,,,,,
51.0,NY State Solar,NY State,NYSS,3.0,"New York, New York, United States",95.0,32.0,32.0,237.0,1.0,5.0,https://www.nystatesolar.com,2015-01-01 00:00:00,17400000.0,52.0,"NY State Solar helps your friends and neighbors save on their energy bills – Our custom solar solutions are engineered from the ground-up, and every system that we install is tailored to each homeowner’s unique energy needs. As evidenced by our stellar client reviews, our responsive NYSS team provides industry-leading customer service and makes going solar easy, cost-effective, and fun for homeowners.   It is our firm belief that our collective energy future should be greener, cleaner, and diversified. As such, our executive leadership is always active in working with industry and governmental partners to make our future more sustainable.  You can learn more about us by checking out our website, emailing Info@NYStateSolar.com, or calling us directly at 516-418-2131.",51.0,200.0,"https://res.cloudinary.com/zoominfo-com/image/upload/w_140,h_140,c_fit/nystatesolar.com",,,,,
52.0,Complete Solar,Complete Solar,CS,3.0,"San Mateo, California, United States",209.0,5.0,105.0,237.0,1.0,2.0,http://www.completesolar.com,2010-01-01 00:00:00,22500000.0,104.0,"Complete Solar is a fast-growing solar company that has doubled revenue and installs year-over-year since adopting a partner-based business model targeting the residential solar market. By partnering with over 50 companies Complete Solar continues to diversify its business and is experiencing fantastic growth.  Complete Solar began its HelioPro Alliance Program in January 2016 by making its innovative technology platform available to companies looking to deliver lower-cost rooftop systems and more personalized customer service to homeowners. Partners use the platform to gain a competitive advantage against larger companies with higher costs, longer wait times and often more expensive systems.   Complete Solar offers software and services to partners in a cloud-based portal. The interest and growth Complete Solar is experiencing is evidence we’re changing how residential solar is sold and delivered.  Our platform gives small businesses the same resources that bigger solar companies have and at a fraction of the cost. It centralizes the sales, financing, and construction parts of the process and further sets us apart.  Complete Solar is a residential solar company that sells direct to consumers and provides partners with a platform for managing every aspect of the customer experience—from origination, fulfillment, construction, finance, and customer care, to ongoing system monitoring and maintenance. The proprietary plug-and-play platform features a set of tools that lets partners in each link of the solar value chain focus on their respective role in the sales and fulfillment process. The platform is designed to become an industry standard that enables improvements in each aspect of the value chain, reducing costs and improving the customer experience. The company currently serves the California, New Jersey, and Utah markets, and is headquartered in San Mateo, California. Visit www.completesolar.com for more information.",51.0,200.0,"https://res.cloudinary.com/zoominfo-com/image/upload/w_140,h_140,c_fit/completesolar.com",,,,,
